,black,images,masks
57,1,images/img-Glass005-414-11_mouth_right-2-satara_night_no_lamps-126-sunglasses.png,masks/img-Glass005-414-11_mouth_right-2-satara_night_no_lamps-126-sgseg.png
58,0,images/img-Glass001-429-12_dimpler-3-flower_road-181-sunglasses.png,masks/img-Glass001-429-12_dimpler-3-flower_road-181-sgseg.png
59,0,images/img-Glass003-393-2_mouth_open-2-lythwood_lounge-264-sunglasses.png,masks/img-Glass003-393-2_mouth_open-2-lythwood_lounge-264-sgseg.png
60,1,images/img-Glass001-375-16_sadness-2-simons_town_rocks-141-sunglasses.png,masks/img-Glass001-375-16_sadness-2-simons_town_rocks-141-sgseg.png
61,0,images/img-Glass002-384-1_neutral-2-secluded_beach-357-sunglasses.png,masks/img-Glass002-384-1_neutral-2-secluded_beach-357-sgseg.png
62,1,images/img-Glass004-430-12_dimpler-0-whipple_creek_regional_park_01-076-sunglasses.png,masks/img-Glass004-430-12_dimpler-0-whipple_creek_regional_park_01-076-sgseg.png
63,0,images/img-Glass002-407-3_smile-3-adams_place_bridge-152-sunglasses.png,masks/img-Glass002-407-3_smile-3-adams_place_bridge-152-sgseg.png
64,1,images/img-Glass003-383-11_mouth_right-2-whipple_creek_regional_park_04-056-sunglasses.png,masks/img-Glass003-383-11_mouth_right-2-whipple_creek_regional_park_04-056-sgseg.png
65,0,images/img-Glass006-426-5_brow_raiser-1-bell_park_pier-092-sunglasses.png,masks/img-Glass006-426-5_brow_raiser-1-bell_park_pier-092-sgseg.png
66,0,images/img-Glass009-399-17_lip_roll-1-fish_eagle_hill-007-sunglasses.png,masks/img-Glass009-399-17_lip_roll-1-fish_eagle_hill-007-sgseg.png
67,0,images/img-Glass002-402-10_mouth_left-2-art_studio-287-sunglasses.png,masks/img-Glass002-402-10_mouth_left-2-art_studio-287-sgseg.png
68,1,images/img-Glass003-430-1_neutral-3-old_bus_depot-095-sunglasses.png,masks/img-Glass003-430-1_neutral-3-old_bus_depot-095-sgseg.png
69,0,images/img-Glass005-387-19_cheek_blowing-3-pool-151-sunglasses.png,masks/img-Glass005-387-19_cheek_blowing-3-pool-151-sgseg.png
70,0,images/img-Glass006-393-12_dimpler-2-satara_night_no_lamps-165-sunglasses.png,masks/img-Glass006-393-12_dimpler-2-satara_night_no_lamps-165-sgseg.png
71,0,images/img-Glass008-418-19_cheek_blowing-2-delta_2-268-sunglasses.png,masks/img-Glass008-418-19_cheek_blowing-2-delta_2-268-sgseg.png
72,0,images/img-Glass004-388-17_lip_roll-1-summer_stage_02-192-sunglasses.png,masks/img-Glass004-388-17_lip_roll-1-summer_stage_02-192-sgseg.png
73,1,images/img-Glass008-424-5_brow_raiser-2-aircraft_workshop_01-289-sunglasses.png,masks/img-Glass008-424-5_brow_raiser-2-aircraft_workshop_01-289-sgseg.png
74,0,images/img-Glass001-407-8_jaw_right-1-green_point_park-014-sunglasses.png,masks/img-Glass001-407-8_jaw_right-1-green_point_park-014-sgseg.png
75,0,images/img-Glass006-400-12_dimpler-0-lenong_3-045-sunglasses.png,masks/img-Glass006-400-12_dimpler-0-lenong_3-045-sgseg.png
76,1,images/img-Glass001-419-18_grin-0-tiber_2-042-sunglasses.png,masks/img-Glass001-419-18_grin-0-tiber_2-042-sgseg.png
77,0,images/img-Glass008-400-17_lip_roll-0-kiara_5_noon-260-sunglasses.png,masks/img-Glass008-400-17_lip_roll-0-kiara_5_noon-260-sgseg.png
78,0,images/img-Glass021-407-2_mouth_open-2-blue_lagoon-164-sunglasses.png,masks/img-Glass021-407-2_mouth_open-2-blue_lagoon-164-sgseg.png
79,0,images/img-Glass002-387-7_jaw_left-2-small_cave-312-sunglasses.png,masks/img-Glass002-387-7_jaw_left-2-small_cave-312-sgseg.png
80,1,images/img-Glass002-375-18_grin-1-boiler_room-034-sunglasses.png,masks/img-Glass002-375-18_grin-1-boiler_room-034-sgseg.png
81,0,images/img-Glass002-428-20_eye_closed-2-roofless_ruins-050-sunglasses.png,masks/img-Glass002-428-20_eye_closed-2-roofless_ruins-050-sgseg.png
82,0,images/img-Glass004-411-13_chin_raiser-0-night_bridge-202-sunglasses.png,masks/img-Glass004-411-13_chin_raiser-0-night_bridge-202-sgseg.png
83,0,images/img-Glass003-418-18_grin-1-arboretum-125-sunglasses.png,masks/img-Glass003-418-18_grin-1-arboretum-125-sgseg.png
84,0,images/img-Glass021-455-15_lip_funneler-2-gray_pier-158-sunglasses.png,masks/img-Glass021-455-15_lip_funneler-2-gray_pier-158-sgseg.png
85,1,images/img-Glass003-457-18_grin-0-blouberg_sunrise_2-228-sunglasses.png,masks/img-Glass003-457-18_grin-0-blouberg_sunrise_2-228-sgseg.png
86,1,images/img-Glass002-433-16_sadness-2-spruit_dawn-357-sunglasses.png,masks/img-Glass002-433-16_sadness-2-spruit_dawn-357-sgseg.png
87,0,images/img-Glass002-424-9_jaw_forward-3-autumn_crossing-109-sunglasses.png,masks/img-Glass002-424-9_jaw_forward-3-autumn_crossing-109-sgseg.png
88,0,images/img-Glass001-382-11_mouth_right-3-lythwood_field-055-sunglasses.png,masks/img-Glass001-382-11_mouth_right-3-lythwood_field-055-sgseg.png
89,0,images/img-Glass004-455-5_brow_raiser-2-modern_buildings_night-264-sunglasses.png,masks/img-Glass004-455-5_brow_raiser-2-modern_buildings_night-264-sgseg.png
90,1,images/img-Glass005-389-18_grin-0-furry_clouds-124-sunglasses.png,masks/img-Glass005-389-18_grin-0-furry_clouds-124-sgseg.png
91,1,images/img-Glass003-376-7_jaw_left-0-arboretum-290-sunglasses.png,masks/img-Glass003-376-7_jaw_left-0-arboretum-290-sgseg.png
92,0,images/img-Glass004-430-10_mouth_left-0-tiergarten-037-sunglasses.png,masks/img-Glass004-430-10_mouth_left-0-tiergarten-037-sgseg.png
93,0,images/img-Glass003-431-8_jaw_right-0-mossy_forest-276-sunglasses.png,masks/img-Glass003-431-8_jaw_right-0-mossy_forest-276-sgseg.png
94,1,images/img-Glass008-408-6_anger-0-palermo_square-316-sunglasses.png,masks/img-Glass008-408-6_anger-0-palermo_square-316-sgseg.png
95,0,images/img-Glass005-375-16_sadness-3-lookout-143-sunglasses.png,masks/img-Glass005-375-16_sadness-3-lookout-143-sgseg.png
96,0,images/img-Glass005-388-11_mouth_right-2-lythwood_terrace-262-sunglasses.png,masks/img-Glass005-388-11_mouth_right-2-lythwood_terrace-262-sgseg.png
97,0,images/img-Glass005-401-14_lip_puckerer-1-cape_hill-343-sunglasses.png,masks/img-Glass005-401-14_lip_puckerer-1-cape_hill-343-sgseg.png
98,1,images/img-Glass006-402-14_lip_puckerer-1-pump_house-185-sunglasses.png,masks/img-Glass006-402-14_lip_puckerer-1-pump_house-185-sgseg.png
99,0,images/img-Glass006-388-3_smile-2-old_bus_depot-271-sunglasses.png,masks/img-Glass006-388-3_smile-2-old_bus_depot-271-sgseg.png
100,0,images/img-Glass004-432-12_dimpler-0-studio_small_04-256-sunglasses.png,masks/img-Glass004-432-12_dimpler-0-studio_small_04-256-sgseg.png
101,1,images/img-Glass007-458-20_eye_closed-3-colorful_studio-160-sunglasses.png,masks/img-Glass007-458-20_eye_closed-3-colorful_studio-160-sgseg.png
102,1,images/img-Glass005-424-16_sadness-3-blaubeuren_outskirts-096-sunglasses.png,masks/img-Glass005-424-16_sadness-3-blaubeuren_outskirts-096-sgseg.png
103,1,images/img-Glass021-414-3_smile-3-satara_night_no_lamps-006-sunglasses.png,masks/img-Glass021-414-3_smile-3-satara_night_no_lamps-006-sgseg.png
104,0,images/img-Glass006-458-9_jaw_forward-2-mosaic_tunnel-210-sunglasses.png,masks/img-Glass006-458-9_jaw_forward-2-mosaic_tunnel-210-sgseg.png
105,0,images/img-Glass004-452-20_eye_closed-1-gym_entrance-122-sunglasses.png,masks/img-Glass004-452-20_eye_closed-1-gym_entrance-122-sgseg.png
106,1,images/img-Glass005-455-20_eye_closed-0-dikhololo_sunset-154-sunglasses.png,masks/img-Glass005-455-20_eye_closed-0-dikhololo_sunset-154-sgseg.png
107,0,images/img-Glass001-368-10_mouth_left-3-epping_forest_02-268-sunglasses.png,masks/img-Glass001-368-10_mouth_left-3-epping_forest_02-268-sgseg.png
108,0,images/img-Glass001-370-6_anger-0-cliffside-033-sunglasses.png,masks/img-Glass001-370-6_anger-0-cliffside-033-sgseg.png
109,0,images/img-Glass002-392-2_mouth_open-3-lythwood_lounge-239-sunglasses.png,masks/img-Glass002-392-2_mouth_open-3-lythwood_lounge-239-sgseg.png
110,0,images/img-Glass007-418-18_grin-2-cliffside-162-sunglasses.png,masks/img-Glass007-418-18_grin-2-cliffside-162-sgseg.png
111,0,images/img-Glass005-430-12_dimpler-3-shanghai_bund-113-sunglasses.png,masks/img-Glass005-430-12_dimpler-3-shanghai_bund-113-sgseg.png
112,0,images/img-Glass021-414-3_smile-3-evening_road_01-311-sunglasses.png,masks/img-Glass021-414-3_smile-3-evening_road_01-311-sgseg.png
113,1,images/img-Glass009-377-16_sadness-3-emmarentia-233-sunglasses.png,masks/img-Glass009-377-16_sadness-3-emmarentia-233-sgseg.png
114,1,images/img-Glass004-387-6_anger-1-hospital_room-235-sunglasses.png,masks/img-Glass004-387-6_anger-1-hospital_room-235-sgseg.png
115,0,images/img-Glass006-387-16_sadness-1-summer_stage_01-121-sunglasses.png,masks/img-Glass006-387-16_sadness-1-summer_stage_01-121-sgseg.png
116,0,images/img-Glass007-452-10_mouth_left-1-crystal_falls-236-sunglasses.png,masks/img-Glass007-452-10_mouth_left-1-crystal_falls-236-sgseg.png
117,0,images/img-Glass002-437-5_brow_raiser-0-mud_road-259-sunglasses.png,masks/img-Glass002-437-5_brow_raiser-0-mud_road-259-sgseg.png
118,0,images/img-Glass008-387-2_mouth_open-2-greenwich_park_02-095-sunglasses.png,masks/img-Glass008-387-2_mouth_open-2-greenwich_park_02-095-sgseg.png
119,0,images/img-Glass008-454-10_mouth_left-2-pillars-080-sunglasses.png,masks/img-Glass008-454-10_mouth_left-2-pillars-080-sgseg.png
120,0,images/img-Glass003-385-15_lip_funneler-3-tiber_2-138-sunglasses.png,masks/img-Glass003-385-15_lip_funneler-3-tiber_2-138-sgseg.png
121,1,images/img-Glass002-410-16_sadness-3-autumn_road-135-sunglasses.png,masks/img-Glass002-410-16_sadness-3-autumn_road-135-sgseg.png
122,0,images/img-Glass007-432-1_neutral-0-urban_street_02-155-sunglasses.png,masks/img-Glass007-432-1_neutral-0-urban_street_02-155-sgseg.png
123,0,images/img-Glass006-384-1_neutral-0-studio_small_05-351-sunglasses.png,masks/img-Glass006-384-1_neutral-0-studio_small_05-351-sgseg.png
124,1,images/img-Glass005-374-19_cheek_blowing-3-tiber_2-090-sunglasses.png,masks/img-Glass005-374-19_cheek_blowing-3-tiber_2-090-sgseg.png
125,1,images/img-Glass007-402-17_lip_roll-1-industrial_sunset-183-sunglasses.png,masks/img-Glass007-402-17_lip_roll-1-industrial_sunset-183-sgseg.png
126,0,images/img-Glass007-372-2_mouth_open-0-pond-092-sunglasses.png,masks/img-Glass007-372-2_mouth_open-0-pond-092-sgseg.png
127,0,images/img-Glass004-432-7_jaw_left-0-garage-344-sunglasses.png,masks/img-Glass004-432-7_jaw_left-0-garage-344-sgseg.png
128,0,images/img-Glass001-430-6_anger-1-arboretum-190-sunglasses.png,masks/img-Glass001-430-6_anger-1-arboretum-190-sgseg.png
129,0,images/img-Glass007-411-19_cheek_blowing-0-spiaggia_di_mondello-053-sunglasses.png,masks/img-Glass007-411-19_cheek_blowing-0-spiaggia_di_mondello-053-sgseg.png
130,0,images/img-Glass002-410-11_mouth_right-0-under_bridge-286-sunglasses.png,masks/img-Glass002-410-11_mouth_right-0-under_bridge-286-sgseg.png
131,0,images/img-Glass004-437-4_brow_lower-1-zwinger_night-050-sunglasses.png,masks/img-Glass004-437-4_brow_lower-1-zwinger_night-050-sgseg.png
132,0,images/img-Glass002-458-2_mouth_open-0-pond-274-sunglasses.png,masks/img-Glass002-458-2_mouth_open-0-pond-274-sgseg.png
133,0,images/img-Glass021-410-17_lip_roll-3-venice_dawn_2-221-sunglasses.png,masks/img-Glass021-410-17_lip_roll-3-venice_dawn_2-221-sgseg.png
134,1,images/img-Glass001-436-16_sadness-0-artist_workshop-275-sunglasses.png,masks/img-Glass001-436-16_sadness-0-artist_workshop-275-sgseg.png
135,0,images/img-Glass005-453-4_brow_lower-1-moulton_falls_train_tunnel_east-028-sunglasses.png,masks/img-Glass005-453-4_brow_lower-1-moulton_falls_train_tunnel_east-028-sgseg.png
136,1,images/img-Glass003-388-5_brow_raiser-3-mud_road-138-sunglasses.png,masks/img-Glass003-388-5_brow_raiser-3-mud_road-138-sgseg.png
137,0,images/img-Glass003-383-17_lip_roll-0-moonless_golf-001-sunglasses.png,masks/img-Glass003-383-17_lip_roll-0-moonless_golf-001-sgseg.png
138,0,images/img-Glass001-399-19_cheek_blowing-3-cave_wall-209-sunglasses.png,masks/img-Glass001-399-19_cheek_blowing-3-cave_wall-209-sgseg.png
139,0,images/img-Glass003-410-18_grin-3-venice_dawn_1-167-sunglasses.png,masks/img-Glass003-410-18_grin-3-venice_dawn_1-167-sgseg.png
140,0,images/img-Glass003-401-14_lip_puckerer-1-kiara_4_mid-morning-058-sunglasses.png,masks/img-Glass003-401-14_lip_puckerer-1-kiara_4_mid-morning-058-sgseg.png
141,0,images/img-Glass003-383-15_lip_funneler-3-fish_eagle_hill-134-sunglasses.png,masks/img-Glass003-383-15_lip_funneler-3-fish_eagle_hill-134-sgseg.png
142,0,images/img-Glass001-433-2_mouth_open-0-vulture_hide-271-sunglasses.png,masks/img-Glass001-433-2_mouth_open-0-vulture_hide-271-sgseg.png
143,0,images/img-Glass008-387-1_neutral-0-reading_room-267-sunglasses.png,masks/img-Glass008-387-1_neutral-0-reading_room-267-sgseg.png
144,0,images/img-Glass001-455-12_dimpler-1-syferfontein_6d_clear-344-sunglasses.png,masks/img-Glass001-455-12_dimpler-1-syferfontein_6d_clear-344-sgseg.png
145,1,images/img-Glass007-402-10_mouth_left-2-hotel_room-223-sunglasses.png,masks/img-Glass007-402-10_mouth_left-2-hotel_room-223-sgseg.png
146,1,images/img-Glass006-421-10_mouth_left-1-summer_stage_01-298-sunglasses.png,masks/img-Glass006-421-10_mouth_left-1-summer_stage_01-298-sgseg.png
147,0,images/img-Glass003-452-15_lip_funneler-1-blouberg_sunrise_1-271-sunglasses.png,masks/img-Glass003-452-15_lip_funneler-1-blouberg_sunrise_1-271-sgseg.png
148,0,images/img-Glass007-368-2_mouth_open-2-river_walk_1-081-sunglasses.png,masks/img-Glass007-368-2_mouth_open-2-river_walk_1-081-sgseg.png
149,0,images/img-Glass005-453-13_chin_raiser-2-teufelsberg_ground_1-054-sunglasses.png,masks/img-Glass005-453-13_chin_raiser-2-teufelsberg_ground_1-054-sgseg.png
150,0,images/img-Glass002-419-15_lip_funneler-2-concrete_tunnel-214-sunglasses.png,masks/img-Glass002-419-15_lip_funneler-2-concrete_tunnel-214-sgseg.png
151,0,images/img-Glass005-399-12_dimpler-2-lythwood_lounge-074-sunglasses.png,masks/img-Glass005-399-12_dimpler-2-lythwood_lounge-074-sgseg.png
152,1,images/img-Glass008-431-11_mouth_right-1-abandoned_games_room_02-220-sunglasses.png,masks/img-Glass008-431-11_mouth_right-1-abandoned_games_room_02-220-sgseg.png
153,0,images/img-Glass003-376-6_anger-2-quarry_02-310-sunglasses.png,masks/img-Glass003-376-6_anger-2-quarry_02-310-sgseg.png
154,0,images/img-Glass004-370-12_dimpler-2-circus_arena-248-sunglasses.png,masks/img-Glass004-370-12_dimpler-2-circus_arena-248-sgseg.png
155,1,images/img-Glass008-458-5_brow_raiser-0-delta_2-190-sunglasses.png,masks/img-Glass008-458-5_brow_raiser-0-delta_2-190-sgseg.png
156,0,images/img-Glass001-385-2_mouth_open-2-derelict_highway_noon-017-sunglasses.png,masks/img-Glass001-385-2_mouth_open-2-derelict_highway_noon-017-sgseg.png
157,0,images/img-Glass003-401-19_cheek_blowing-0-subway_entrance-269-sunglasses.png,masks/img-Glass003-401-19_cheek_blowing-0-subway_entrance-269-sgseg.png
158,0,images/img-Glass006-455-8_jaw_right-3-freight_station-352-sunglasses.png,masks/img-Glass006-455-8_jaw_right-3-freight_station-352-sgseg.png
159,0,images/img-Glass004-393-13_chin_raiser-0-cloudy_cliffside_road-193-sunglasses.png,masks/img-Glass004-393-13_chin_raiser-0-cloudy_cliffside_road-193-sgseg.png
160,0,images/img-Glass007-430-2_mouth_open-1-lythwood_room-207-sunglasses.png,masks/img-Glass007-430-2_mouth_open-1-lythwood_room-207-sgseg.png
161,1,images/img-Glass009-389-16_sadness-3-piazza_bologni-344-sunglasses.png,masks/img-Glass009-389-16_sadness-3-piazza_bologni-344-sgseg.png
162,0,images/img-Glass005-410-17_lip_roll-2-kloetzle_blei-301-sunglasses.png,masks/img-Glass005-410-17_lip_roll-2-kloetzle_blei-301-sgseg.png
163,0,images/img-Glass003-408-15_lip_funneler-0-art_studio-348-sunglasses.png,masks/img-Glass003-408-15_lip_funneler-0-art_studio-348-sgseg.png
164,0,images/img-Glass002-433-13_chin_raiser-3-small_cave-300-sunglasses.png,masks/img-Glass002-433-13_chin_raiser-3-small_cave-300-sgseg.png
165,0,images/img-Glass004-420-16_sadness-3-satara_night-321-sunglasses.png,masks/img-Glass004-420-16_sadness-3-satara_night-321-sgseg.png
166,0,images/img-Glass008-389-8_jaw_right-1-artist_workshop-072-sunglasses.png,masks/img-Glass008-389-8_jaw_right-1-artist_workshop-072-sgseg.png
167,0,images/img-Glass003-388-18_grin-2-moonlit_golf-324-sunglasses.png,masks/img-Glass003-388-18_grin-2-moonlit_golf-324-sgseg.png
168,0,images/img-Glass021-429-18_grin-3-between_bridges-296-sunglasses.png,masks/img-Glass021-429-18_grin-3-between_bridges-296-sgseg.png
169,1,images/img-Glass002-438-5_brow_raiser-1-carpentry_shop_02-270-sunglasses.png,masks/img-Glass002-438-5_brow_raiser-1-carpentry_shop_02-270-sgseg.png
170,0,images/img-Glass004-428-11_mouth_right-3-courtyard-338-sunglasses.png,masks/img-Glass004-428-11_mouth_right-3-courtyard-338-sgseg.png
171,0,images/img-Glass007-407-1_neutral-2-studio_small_03-171-sunglasses.png,masks/img-Glass007-407-1_neutral-2-studio_small_03-171-sgseg.png
172,0,images/img-Glass008-376-11_mouth_right-2-blender_institute-208-sunglasses.png,masks/img-Glass008-376-11_mouth_right-2-blender_institute-208-sgseg.png
173,0,images/img-Glass006-385-8_jaw_right-0-art_studio-038-sunglasses.png,masks/img-Glass006-385-8_jaw_right-0-art_studio-038-sgseg.png
174,1,images/img-Glass008-408-6_anger-0-circus_maximus_1-091-sunglasses.png,masks/img-Glass008-408-6_anger-0-circus_maximus_1-091-sgseg.png
